379	2	343
379	3	327
262	0	114
262	1	399
262	2	12
262	3	11
388	1	496
388	1	298
388	2	608
35	0	604
35	0	345
35	0	97
35	0	459
35	0	316
35	0	269
35	0	531
35	0	121
35	0	196
35	0	465
35	0	538
35	0	335
35	0	472
35	0	203
35	0	219
35	0	129
35	0	444
35	0	353
35	0	200
35	0	103
35	0	131
35	0	152
35	0	37
35	0	615
35	0	209
35	1	65
35	1	15
35	1	45
35	1	389
35	1	281
35	1	555
35	2	1
35	3	176
16	0	74
16	0	454
16	0	494
16	0	397
16	0	587
16	0	21
16	0	424
16	0	197
16	0	225
16	0	211
16	0	129
16	0	152
16	0	98
16	0	209
16	1	71
16	1	15
16	1	45
16	1	281
16	1	384
16	1	305
16	1	555
16	4	481
16	4	457
16	4	415
16	4	547
16	4	394
16	4	215
16	4	144
16	2	228
16	3	5
96	0	284
96	1	192
96	1	281
96	1	389
96	4	463
96	4	519
96	4	432
96	4	330
96	4	32
96	2	329
96	3	347
577	0	295
577	0	131
577	0	0
577	0	238
577	0	538
577	0	273
577	1	15
577	1	389
577	1	281
577	1	555
577	4	571
577	4	175
577	4	80
577	4	365
577	2	551
577	3	490
264	1	399
264	4	39
264	4	243
264	2	569
264	3	90
565	1	399
565	4	132
565	4	160
565	2	253
565	3	392
488	0	299
488	0	525
488	0	120
488	0	335
488	0	102
488	0	97
488	0	444
488	0	386
488	0	269
488	0	353
488	0	615
488	0	219
488	0	21
488	0	211
488	0	433
488	0	167
488	0	152
488	0	129
488	0	131
488	0	459
488	0	209
488	1	318
488	1	117
488	1	65
488	1	190
488	1	45
488	1	389
488	1	192
488	1	281
488	1	555
488	4	601
488	4	442
488	4	394
488	4	215
488	4	144
488	2	607
488	3	5
440	0	239
440	0	306
440	0	290
440	0	189
440	0	385
440	0	604
440	0	212
440	0	362
440	0	316
440	0	97
440	0	459
440	0	269
440	1	389
440	1	45
440	1	281
440	1	305
440	1	555
440	4	218
440	4	366
440	4	79
440	4	497
440	4	144
440	2	469
440	3	58
220	1	399
220	4	272
220	4	207
220	2	343
220	3	327
578	1	496
578	4	95
578	2	420
578	3	5
368	1	557
368	2	582
368	3	374
495	1	399
495	4	570
495	4	292
495	4	576
495	2	324
495	3	139
172	0	491
172	0	412
172	1	496
172	4	570
172	4	576
172	2	107
172	3	106
546	0	314
546	0	25
546	0	279
546	0	535
546	0	430
546	0	477
546	0	491
546	0	467
546	0	510
546	0	486
546	0	250
546	0	509
546	0	583
546	0	237
546	0	108
546	0	412
546	0	195
546	0	119
546	0	437
546	0	88
546	1	566
546	1	399
546	2	165
546	3	176
283	1	399
283	4	292
283	4	576
283	2	436
283	3	177
148	1	566
148	4	18
148	4	484
148	4	382
148	4	474
148	2	456
148	3	597
383	1	602
383	1	563
383	2	322
19	1	602
19	1	563
19	4	601
19	4	394
19	4	215
19	4	144
19	2	85
19	3	5
136	0	386
136	0	444
136	1	389
136	1	318
136	1	192
136	1	281
136	1	555
136	4	442
136	4	178
136	4	127
136	2	105
136	3	137
443	1	192
443	1	281
443	1	555
443	4	448
443	4	181
443	2	311
443	3	233
328	1	399
328	4	33
328	4	160
328	2	387
328	3	202
159	0	268
159	1	513
159	4	474
159	2	151
159	3	233
2	0	94
2	0	7
2	0	219
2	0	134
2	0	465
2	0	492
2	0	98
2	1	45
2	1	65
2	1	389
2	1	281
2	1	305
2	1	555
2	4	144
2	2	150
2	3	83
401	1	399
401	4	570
401	4	576
401	2	449
401	3	277
236	0	452
236	0	237
236	0	208
236	0	186
236	0	421
236	1	179
236	4	363
236	2	551
236	3	490
396	1	584
396	2	265
396	3	561
46	1	399
46	4	207
46	4	95
46	2	536
46	3	540
373	1	566
373	4	73
373	4	70
373	4	232
373	4	422
373	4	355
373	4	382
373	2	130
373	3	258
294	1	399
294	2	458
294	3	614
493	1	399
493	4	207
493	4	95
493	2	154
493	3	410
26	1	496
26	4	272
26	2	511
26	3	380
350	1	389
350	1	281
350	1	555
350	4	50
350	4	351
350	4	547
350	4	145
350	4	69
350	2	59
350	3	56
87	1	399
87	4	342
87	4	207
87	4	95
87	2	288
87	3	255
372	1	399
372	4	292
372	4	576
372	4	613
372	2	259
372	3	291
319	1	64
319	1	573
319	1	453
319	1	400
319	4	144
319	2	20
319	3	89
61	1	496
61	1	157
61	4	95
61	2	60
61	3	301
210	1	602
210	1	563
210	4	144
210	2	81
210	3	5
425	1	399
425	4	292
425	4	576
425	2	260
425	3	413
254	0	491
254	0	412
254	0	280
254	1	399
254	4	576
254	2	302
254	3	188
545	0	444
545	1	389
545	1	281
545	1	555
545	4	104
545	2	562
545	3	137
38	1	298
38	4	451
38	4	141
38	4	229
38	4	523
38	4	382
38	2	168
38	3	216
10	0	466
10	1	566
10	4	426
10	2	585
10	3	58
506	1	602
506	1	563
506	2	431
198	1	399
198	4	214
198	2	224
198	3	501
429	1	118
429	1	548
429	1	563
429	1	602
429	1	305
429	4	394
429	4	155
429	4	144
429	4	601
429	2	420
429	3	5
247	1	441
247	2	582
247	3	374
542	1	389
542	4	598
542	4	50
542	4	24
542	4	547
542	4	527
542	4	483
542	4	411
542	4	600
542	4	344
542	4	171
542	4	504
542	4	57
542	4	227
542	4	606
542	4	503
542	4	418
542	4	612
542	4	564
542	4	43
542	4	579
542	4	530
542	4	349
542	4	62
542	4	408
542	4	341
542	4	149
542	4	17
542	4	242
542	4	417
542	4	360
542	4	4
542	4	361
542	4	143
542	4	191
542	4	571
542	2	324
542	3	139
278	0	521
278	1	563
278	2	107
278	3	106
605	0	604
605	0	345
605	0	97
605	0	459
605	0	316
605	0	269
605	0	531
605	0	121
605	0	196
605	0	465
605	0	538
605	0	335
605	0	472
605	0	203
605	0	129
605	0	444
605	0	353
605	0	211
605	0	131
605	0	152
605	0	37
605	0	615
605	0	209
605	1	15
605	1	45
605	1	389
605	1	281
605	1	555
605	2	165
605	3	176
558	1	389
558	4	516
558	4	333
558	4	109
558	4	4
558	4	17
558	4	124
558	4	57
558	4	408
558	4	341
558	4	375
558	2	436
558	3	177
63	1	281
63	1	555
63	4	462
63	4	144
63	2	456
63	3	597
153	1	298
153	1	496
153	2	322
41	1	298
41	4	474
41	2	85
41	3	5
447	0	88
447	1	513
447	1	399
447	4	67
447	4	482
447	4	427
447	4	261
447	4	297
447	2	105
447	3	137
128	1	566
128	4	338
128	2	311
128	3	233
234	1	389
234	4	307
234	4	529
234	4	17
234	4	42
234	4	287
234	4	8
234	4	213
234	4	359
234	4	568
234	4	32
234	2	387
234	3	202
52	0	369
52	0	269
52	1	281
52	1	192
52	1	555
52	4	181
52	4	442
52	2	151
52	3	233
204	0	477
204	1	399
204	1	566
204	4	474
204	2	150
204	3	83
339	1	389
339	4	461
339	4	222
339	4	574
339	4	588
339	4	17
339	2	449
339	3	277
371	0	290
371	0	306
371	0	604
371	0	498
371	0	133
371	0	209
371	1	318
371	1	419
371	1	190
371	1	15
371	1	45
371	1	281
371	1	389
371	1	555
371	4	72
371	4	28
371	4	111
371	4	593
371	4	155
371	4	144
371	2	367
371	3	589
251	1	389
251	4	598
251	4	50
251	4	24
251	4	547
251	4	527
251	4	3
251	4	411
251	4	600
251	4	344
251	4	171
251	4	504
251	4	57
251	4	227
251	4	606
251	4	503
251	4	418
251	4	612
251	4	564
251	4	43
251	4	579
251	4	530
251	4	349
251	4	62
251	4	408
251	4	341
251	4	532
251	4	230
251	4	149
251	4	17
251	4	242
251	4	417
251	4	360
251	4	4
251	4	361
251	4	143
251	4	191
251	4	571
251	2	480
251	3	586
446	1	45
446	1	65
446	1	281
446	1	389
446	1	555
446	4	55
446	4	170
446	4	50
446	4	547
446	4	17
446	4	13
446	4	514
446	4	155
446	4	144
446	2	303
446	3	289
348	1	281
348	1	45
348	1	263
348	1	190
348	1	419
348	1	15
348	1	389
348	1	555
348	4	499
348	4	215
348	2	317
348	3	202
205	0	430
205	1	566
205	4	338
205	4	426
205	4	100
205	4	500
205	4	474
205	2	543
205	3	56
489	1	298
489	2	265
489	3	561
217	1	15
217	1	389
217	1	45
217	1	281
217	1	555
217	4	300
217	4	170
217	4	553
217	4	275
217	4	50
217	4	547
217	4	17
217	4	27
217	4	514
217	4	155
217	4	144
217	2	536
217	3	540
40	1	281
40	1	555
40	4	320
40	4	370
40	4	286
40	2	130
40	3	258
406	1	281
406	1	15
406	1	45
406	1	555
406	4	580
406	2	458
406	3	614
331	1	192
331	1	45
331	1	419
331	1	281
331	1	389
331	1	555
331	4	266
331	4	593
331	4	357
331	4	79
331	4	75
331	4	144
331	2	154
331	3	410
315	1	602
315	4	270
315	2	511
315	3	380
533	1	566
533	4	100
533	4	445
533	4	474
533	2	59
533	3	56
395	1	419
395	1	45
395	1	281
395	1	389
395	1	305
395	4	266
395	4	357
395	4	79
395	4	497
395	4	144
395	2	288
395	3	255
376	1	389
376	4	554
376	4	325
376	4	564
376	4	537
376	4	274
376	4	361
376	4	146
376	4	532
376	4	230
376	4	17
376	2	259
376	3	291
592	1	298
592	4	474
592	2	20
592	3	89
51	1	563
51	1	118
51	1	602
51	1	555
51	4	394
51	4	155
51	4	144
51	4	601
51	2	60
51	3	301
293	1	496
293	1	298
293	4	474
293	2	81
293	3	5
549	1	389
549	4	527
549	4	416
549	4	515
549	4	504
549	4	57
549	4	227
549	4	487
549	4	503
549	4	201
549	4	483
549	4	271
549	4	518
549	4	29
549	4	554
549	4	325
549	4	564
549	4	537
549	4	274
549	4	361
549	4	146
549	4	532
549	4	461
549	4	222
549	4	574
549	4	230
549	4	257
549	4	588
549	4	17
549	2	260
549	3	413
248	0	478
248	0	521
248	0	403
248	0	131
248	1	389
248	1	281
248	4	240
248	2	302
248	3	188
158	0	99
158	1	399
158	4	125
158	2	562
158	3	137
364	1	117
364	1	356
364	1	281
364	1	389
364	1	305
364	4	593
364	4	541
364	4	340
364	4	505
364	4	286
364	2	168
364	3	216
599	0	226
599	0	393
599	0	235
599	0	609
599	0	313
599	0	211
599	1	281
599	1	45
599	1	190
599	1	419
599	1	15
599	1	555
599	4	334
599	2	585
599	3	58
323	1	496
323	1	298
323	2	431
123	1	384
123	4	91
123	4	187
123	4	44
123	4	598
123	4	66
123	4	50
123	4	24
123	4	547
123	2	224
123	3	501
438	1	389
438	4	17
438	4	351
438	4	22
438	4	44
438	4	66
438	4	50
438	4	24
438	4	547
438	2	377
438	3	567
512	0	135
512	0	114
512	0	572
512	1	399
512	4	243
512	4	272
512	4	207
512	2	367
512	3	589
112	1	399
112	4	292
112	4	576
112	2	480
112	3	586
428	1	566
428	4	500
428	4	474
428	4	485
428	2	303
428	3	289
381	1	566
381	1	399
381	4	474
381	4	363
381	4	520
381	2	317
381	3	202
296	0	346
296	0	197
296	1	389
296	4	8
296	4	568
296	4	32
296	4	17
296	4	547
296	2	543
296	3	56
559	0	147
559	0	169
559	0	122
559	1	399
559	1	513
559	4	576
559	4	471
559	4	484
559	4	474
559	2	556
559	3	139
23	1	298
23	4	445
23	2	611
23	3	58
84	1	399
84	4	214
84	2	377
84	3	567
402	0	241
402	0	279
402	0	99
402	0	174
402	0	186
402	1	399
402	1	513
402	4	125
402	4	398
402	4	474
402	2	86
402	3	603
414	1	602
414	1	563
414	4	505
414	4	215
414	2	221
414	3	5
524	0	219
524	0	21
524	0	211
524	0	197
524	0	152
524	0	129
524	0	131
524	0	459
524	0	209
524	1	65
524	1	389
524	1	281
524	1	45
524	1	555
524	4	332
524	4	365
524	4	596
524	4	215
524	2	556
524	3	139
92	1	281
92	1	45
92	1	15
92	1	468
92	1	305
92	4	560
92	4	300
92	2	611
92	3	58
460	0	49
460	0	594
460	0	494
460	0	465
460	0	352
460	0	479
460	0	102
460	0	97
460	0	444
460	0	316
460	0	256
460	1	318
460	1	163
460	1	389
460	1	192
460	1	281
460	1	555
460	4	14
460	4	442
460	4	104
460	4	507
460	4	17
460	4	257
460	4	497
460	4	215
460	2	86
460	3	603
423	1	298
423	4	207
423	4	474
423	2	221
423	3	5
199	1	140
199	1	439
199	1	285
199	1	321
199	1	110
199	1	249
199	1	337
199	1	581
199	1	156
199	1	502
199	1	34
199	1	390
199	1	544
199	1	65
199	1	71
199	1	405
199	1	190
199	1	318
199	1	82
199	1	163
199	1	9
199	1	117
199	1	263
199	1	161
199	1	419
199	1	194
199	1	15
199	1	45
199	1	281
199	1	305
199	1	384
199	4	547
199	4	593
199	4	286
199	4	505
199	4	215
199	4	155
199	4	144
199	4	308
199	4	182
199	4	601
199	2	142
199	3	11
93	1	475
93	1	101
93	1	390
93	1	526
93	1	508
93	1	113
93	1	245
93	1	522
93	1	590
93	1	575
93	1	298
93	1	566
93	1	399
93	4	207
93	4	382
93	4	282
93	4	474
93	4	336
93	4	539
93	4	244
93	4	485
93	4	455
93	4	95
93	2	142
93	3	11
304	1	140
304	1	439
304	1	285
304	1	321
304	1	110
304	1	249
304	1	337
304	1	581
304	1	156
304	1	502
304	1	34
304	1	390
304	1	544
304	1	65
304	1	71
304	1	405
304	1	190
304	1	318
304	1	82
304	1	163
304	1	9
304	1	117
304	1	263
304	1	161
304	1	419
304	1	194
304	1	15
304	1	45
304	1	281
304	1	305
304	1	384
304	4	547
304	4	593
304	4	286
304	4	505
304	4	215
304	4	155
304	4	144
304	4	308
304	4	182
304	4	601
304	2	142
304	3	11
