10031	10031
9767	9767
9663	9663
10190	10190
9813	9813
10091	10091
9939	9939
10098	10098
10219	10219
9645	9645
9638	9638
9395	9395
10133	10133
10122	10122
9771	9771
9737	9737
829	829
9900	9900
10076	10076
10152	10152
10165	10165
9956	9956
816	816
10149	10149
9780	9780
10090	10090
9651	9651
454	454
10327	10327
10119	10119
10145	10145
10159	10159
10218	10218
9399	9399
9675	9675
9761	9761
9716	9716
9701	9701
9660	9660
10164	10164
9809	9809
9984	9984
10042	10042
9836	9836
10185	10185
10175	10175
10007	10007
10137	10137
9989	9989
9888	9888
9705	9705
10222	10222
9798	9798
9677	9677
9887	9887
10303	10303
9729	9729
9730	9730
9793	9793
10020	10020
9833	9833
10326	10326
10163	10163
10184	10184
9396	9396
10062	10062
9955	9955
9731	9731
9825	9825
9720	9720
9898	9898
9824	9824
9621	9621
9779	9779
10202	10202
10325	10325
9827	9827
10102	10102
10171	10171
10272	10272
9733	9733
9617	9617
9806	9806
9743	9743
10112	10112
9756	9756
10048	10048
9666	9666
10204	10204
6959	6959
9741	9741
10127	10127
10220	10220
2871	2871
9811	9811
10024	10024
9400	9400
10302	10302
10017	10017
9991	9991
9401	9401
9892	9892
10054	10054
10069	10069
9628	9628
10166	10166
9717	9717
9784	9784
9948	9948
823	823
9938	9938
10027	10027
10067	10067
9817	9817
9902	9902
9613	9613
9889	9889
9744	9744
9983	9983
9934	9934
9861	9861
9803	9803
6957	6957
9706	9706
826	826
10217	10217
9974	9974
9823	9823
10270	10270
9641	9641
9981	9981
9987	9987
9690	9690
9751	9751
9918	9918
817	817
10147	10147
9973	9973
9648	9648
9931	9931
10136	10136
9770	9770
9834	9834
10247	10247
9639	9639
10051	10051
9755	9755
10199	10199
9661	9661
9832	9832
4860	4860
9718	9718
10058	10058
9714	9714
9673	9673
9969	9969
9932	9932
10081	10081
10026	10026
9745	9745
9393	9393
9607	9607
10196	10196
9897	9897
9615	9615
9691	9691
9765	9765
5005	5005
10085	10085
